Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2014 Honda Brio EX MT,"Dwarka, Delhi",Jun 2014,"34,824 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.99 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2012 Honda Brio S MT,"Shipra Sun City, Ghaziabad",Jun 2012,"67,844 km",Petrol,Manual,Second,,,,,₹ 2.45 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2012 Honda Brio S(O)MT,"Sector 49, Gurgaon",Jun 2012,"32,133 km",Petrol,Manual,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 2.65 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2012 Honda Brio S MT,"Aranya Bhavan, Bangalore",Jun 2012,"53,232 km",Petrol,Manual,Second,,,,,₹ 3.41 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2013 Honda Brio S MT,"Aranya Bhavan, Bangalore",Jun 2013,"52,540 km",Petrol,Manual,Second,,,,,₹ 3.52 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2011 Honda Brio S MT,"J 6Block Rajouri Garden, Delhi",Jun 2011,"39,005 km",Petrol,Manual,First,,,,,₹ 2.44 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2012 Honda Brio S MT,"Sector 33, Gurgaon",Jun 2012,"75,228 km",Petrol,Manual,Second,,,,,₹ 2.51 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2016 Honda Brio S MT,"Sector 49, Gurgaon",Jun 2016,"35,972 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.54 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2012 Honda Brio S(O)MT,"Bannerghatta Road, Bangalore",Jun 2012,"1,29,160 km",Petrol,Manual,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 3.1 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2017 Honda Brio VX AT,"Rasta Peth, Pune",Jan 2017,"35,997 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,,₹ 5.95 Lakh,"Single Owner, Non Accidental, Finance Available, Test Drive Available, Service History Available & Warranty Available "
2013 Honda Brio EX MT,"IDA Jeedimetla, Hyderabad",Jun 2013,"56,000 km",Petrol,Manual,First,,,,,₹ 3.35 Lakh,"Very Good Condition, Certified Car, Non Accidental, Single Owner, Finance Available & Service History Available "
2014 Honda Brio VX MT,"Madhapur, Hyderabad",Jun 2014,"76,400 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.25 Lakh,"Very Good Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Test Drive Available & Service History Available "
2017 Honda Brio S MT,"Bilekahalli, Bangalore",Jun 2017,"70,986 km",Petrol,Manual,First,18.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.25 Lakh, 
2014 Honda Brio S MT,"Bilekahalli, Bangalore",Jun 2014,"44,853 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.25 Lakh, 
2014 Honda Brio VX AT,"Malad(W), Mumbai",Jun 2014,"31,524 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.75 Lakh,GENUINE KM HAVE DRIVEN 
2018 Honda Brio VX AT,"Chembur, Mumbai",Jun 2018,"14,600 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.95 Lakh,"Immaculate Condition, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available "
2013 Honda Brio S MT,"Navjivan, Ahmedabad",Oct 2013,"43,000 km",Petrol,Manual,First,,,,,₹ 3.95 Lakh, 
2015 Honda Brio VX MT,"IC Colony, Mumbai",Jun 2015,"12,665 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.15 Lakh,Genuine kilometres Driven Non Accidental Car 
2012 Honda Brio S MT,"Borivali (W), Mumbai",May 2012,"44,487 km",Petrol,Manual,First,,,,,₹ 2.85 Lakh, 
2015 Honda Brio S MT,"Andheri (E), Mumbai",Jan 2015,"27,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.41 Lakh, 
2012 Honda Brio S(O)MT,"Santacruz(W), Mumbai",Jun 2012,"34,173 km",Petrol,Manual,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 2.65 Lakh,Honda Brio * 2012 * 34k done * Single * Petrol * White * 1198 CC * Manual Instagram @luckymotors_india Facebook- Lucky Motors 
2016 Honda Brio VX AT,"Hebbal, Bangalore",Jun 2016,"29,000 km",Petrol,Automatic,Second,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.45 Lakh,"Immaculate Condition, Original Paint, Non Accidental, Less Driven & Certified Car "
2012 Honda Brio S(O)MT,"Santacruz(W), Mumbai",Jun 2012,"34,173 km",Petrol,Manual,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 2.65 Lakh,Honda Brio * 2012 * 34k done * Single * Petrol * White * 1198 CC * Manual Instagram @luckymotors_india Facebook- Lucky Motors 
2016 Honda Brio VX AT,"Hebbal, Bangalore",Jun 2016,"29,000 km",Petrol,Automatic,Second,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.45 Lakh,"Immaculate Condition, Original Paint, Non Accidental, Less Driven & Certified Car "
2014 Honda Brio S MT,"G. P. O, Indore",Jun 2014,"35,473 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.85 Lakh,Good Condition Car 
2014 Honda Brio S MT,"Pitampura, Delhi",Jun 2014,"60,032 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.85 Lakh,This vehicle is being certified on 110 points inspection tool with 5 days 100% money back guarantee on orginal kms and non accidental. We are also a leading new car dealership of tata and honda in delhi by the name of cherish cars 
2013 Honda Brio E MT,"Andheri (E), Mumbai",Oct 2013,"65,000 km",Petrol,Manual,First,,,,,₹ 2.51 Lakh, 
2012 Honda Brio S(O)MT,"Mulund (W), Mumbai",Jun 2012,"28,300 km",Petrol,Manual,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 3.2 Lakh,"Immaculate Condition, Non Accidental, Original Paint, Doctor Driven, Finance Available, Roadside Assistance Available, Test Drive Available & Warranty Available "
2012 Honda Brio S MT,"Kalyan Vas, Delhi",Jun 2012,"60,000 km",Petrol,Manual,First,,,,,₹ 2.75 Lakh,"Excellent Condition, Warranty Available, Test Drive Available, Service History Available, Finance Available, Single Owner, Original Paint, Non Accidental & Less Driven "
2015 Honda Brio VX MT,"Madhapur, Hyderabad",Jun 2015,"35,218 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.9 Lakh, 
2016 Honda Brio VX AT,"Nirman Nagar, Jaipur",Jan 2016,"34,892 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.5 Lakh, 
2014 Honda Brio V MT,"Goudiyamath Road, Chennai",Jun 2014,"44,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.15 Lakh,"Less Driven, Original Paint, Non Accidental, Single Owner, Finance Available, Alloy Wheels & Test Drive Available "
2012 Honda Brio V MT,"G.P.O, Lucknow",Jun 2012,"62,000 km",Petrol,Manual,First,,,,,₹ 2.75 Lakh,"Certified Car, Non Accidental, Single Owner, Service History Available, Good Condition, Less Driven & Test Drive Available "
2015 Honda Brio S MT,"Rohini, Delhi",Jun 2015,"53,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.5 Lakh,"Excellent Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available, Service History Available, Test Drive Available & Warranty Available "
2017 Honda Brio S MT,"Industrial Area, Ludhiana",Jun 2017,"38,247 km",Petrol,Manual,First,18.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.35 Lakh,"Excellent Condition, Finance Available, Roadside Assistance Available, Service History Available, Test Drive Available, VIP Number, Warranty Available, Single Owner, Original Paint, Non Accidental, Less Driven & Certified Car "
2015 Honda Brio S MT,"Surat Navyug College, Surat",Jun 2015,"45,969 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.75 Lakh, 
2015 Honda Brio VX AT,"Bommanahalli, Bangalore",Jun 2015,"43,623 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.45 Lakh, 
2014 Honda Brio E MT,"Mohali, Mohali",Jun 2014,"68,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.65 Lakh,"Good Condition, Non Accidental, Single Owner & Test Drive Available "
2014 Honda Brio VX AT,"Surat Navyug College, Surat",Jun 2014,"51,279 km",Petrol,Automatic,Second,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.3 Lakh, 
2012 Honda Brio V MT,"Indl.Area Phase- Iii, Mohali",Jun 2012,"70,000 km",Petrol,Manual,First,,,,,₹ 2.85 Lakh, 
2014 Honda Brio EX MT,"Khar West, Mumbai",Jun 2014,"41,000 km",Petrol,Manual,Third,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.85 Lakh,"*Honda Brio* EX Manual # 2014 model # Third owner # Comp insurance till Nov 2023 # Done 41000 kms # Brand new tyres # Price 2,85,000/- "
2014 Honda Brio S MT,"G.P.O, Kanpur",Jun 2014,"35,252 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.75 Lakh,"Very Good Condition, Less Driven, Non Accidental, Single Owner, Finance Available & Test Drive Available "
2012 Honda Brio S MT,"Gomti Nagar, Lucknow",Jun 2012,"54,000 km",Petrol,Manual,First,,,,,₹ 2.4 Lakh,"Very Good Condition, Service History Available, Test Drive Available & Warranty Available "
2014 Honda Brio EX MT,"Pahala, Bhubaneswar",Jun 2014,"80,254 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.6 Lakh,"Excellent Condition, Original Paint, Non Accidental & Single Owner "
2013 Honda Brio S MT,"Fatima Nagar, Pune",Jun 2013,"84,000 km",Petrol,Manual,First,,,,,₹ 3.15 Lakh,"Excellent Condition, Non Accidental, Certified Car, Original Paint, Single Owner, Finance Available, Service History Available & Test Drive Available "
2012 Honda Brio S MT,"Haridwar Road, Dehradun",Jun 2012,"70,000 km",Petrol,Manual,Second,,,,,₹ 2.6 Lakh,Single Owner & Good Condition 
2012 Honda Brio S MT,"Haridwar Road, Dehradun",Jun 2012,"70,000 km",Petrol,Manual,Second,,,,,₹ 2.6 Lakh,Single Owner & Good Condition 
2014 Honda Brio V MT,"Karampura, Delhi",Aug 2014,"48,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.2 Lakh, 
2012 Honda Brio S MT,"Golconda, Hyderabad",Jun 2012,"75,041 km",Petrol,Manual,First,,,,,₹ 2.75 Lakh,"Excellent Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2013 Honda Brio S MT,"Lucknow H.O, Lucknow",Jun 2013,"62,627 km",Petrol,Manual,Second,,,,,₹ 2.5 Lakh,Good Condition 
2013 Honda Brio V AT,"Goudiyamath Road, Chennai",Jun 2013,"38,000 km",Petrol,Automatic,First,18.9 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",87 bhp @ 6000 rpm,5 Person,₹ 4.3 Lakh,"Very Good Condition, Less Driven, Original Paint, Single Owner, Alloy Wheels, Finance Available, Warranty Available & Test Drive Available "
2012 Honda Brio VX MT,"Mahobewala, Dehradun",Jun 2012,"67,000 km",Petrol,Manual,First,18.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.75 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Service History Available, Test Drive Available & VIP Number "
2014 Honda Brio S MT,"Mulund (W), Mumbai",Jun 2014,"37,500 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.3 Lakh,"Immaculate Condition, Non Accidental, Original Paint, Less Driven, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2014 Honda Brio VX MT,"Industrial Area, Ludhiana",Jun 2014,"50,900 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.5 Lakh,"Excellent Condition, Non Accidental, Certified Car, Doctor Driven, Finance Available, Rear view Camera, Roadside Assistance Available & Service History Available "
2017 Honda Brio S MT,"G. P. O, Indore",Jun 2017,"23,593 km",Petrol,Manual,First,18.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.5 Lakh,Good Condition 
2015 Honda Brio S MT,"Haridwar Road, Dehradun",Jun 2015,"48,000 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Alloy Wheels, Finance Available, Service History Available & Test Drive Available "
2015 Honda Brio S MT,"Haridwar Road, Dehradun",Jun 2015,"21,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.25 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Service History Available, Test Drive Available & VIP Number "
2017 Honda Brio VX MT,Rajkot,Jan 2017,"39,000 km",Petrol,Manual,First,18.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.5 Lakh, 
2015 Honda Brio VX MT,"Haridwar Road, Dehradun",Jun 2015,"93,000 km",Petrol,Manual,First,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.75 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Service History Available & Test Drive Available "
2016 Honda Brio VX AT,Bhopal,Dec 2016,"39,000 km",Petrol + Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4 Lakh, 
2012 Honda Brio S MT,"Gomti Nagar, Lucknow",Jun 2012,"75,000 km",Petrol,Manual,First,,,,,₹ 2.5 Lakh,"Good Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Doctor Driven, Single Owner, Warranty Available, VIP Number, Test Drive Available, Service History Available, Roadside Assistance Available & Finance Available "
2012 Honda Brio S MT,"Amar Colony, Delhi",Jun 2012,"55,000 km",Petrol,Manual,First,,,,,₹ 2.9 Lakh,IMMACULATE CONDITION 
2012 Honda Brio V MT,"Hanuman Nagar, Nagpur",Jun 2012,"66,878 km",Petrol,Manual,First,,,,,₹ 3.25 Lakh, 
2014 Honda Brio VX AT,"Phugewadi, Pune",Jun 2014,"40,000 km",Petrol,Automatic,First,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.95 Lakh,"In Immaculate condition, New Battery recently serviced almost new Tyres "
2012 Honda Brio S MT,"Chembur, Mumbai",Jun 2012,"37,833 km",Petrol,Manual,First,,,,,₹ 2.5 Lakh,Good Condition 
2014 Honda Brio S MT,"Bypass Road, Faridabad",Jun 2014,"56,000 km",Petrol,Manual,Second,19.4 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 2.85 Lakh,"Very Good Condition, Less Driven, Non Accidental, Original Paint, Finance Available, Service History Available & Test Drive Available "
2015 Honda Brio VX AT,"Malviya Nagar, Jaipur",Jun 2015,"68,000 km",Petrol,Automatic,Third,16.5 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 3.85 Lakh,"Very Good Condition, Non Accidental, Service History Available, Original Paint, Finance Available & Test Drive Available "
2012 Honda Brio S MT,"Haridwar Road, Dehradun",Jun 2012,"65,000 km",Petrol,Manual,Second,,,,,₹ 2.6 Lakh,New battery 
2012 Honda Brio S MT,"Haridevpur, Kolkata",Jun 2012,"40,000 km",Petrol,Manual,First,,,,,₹ 1.89 Lakh,"Immaculate Condition, Original Paint, Less Driven, Non Accidental, Certified Car, Alloy Wheels, Finance Available, Doctor Driven, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2013 Honda Brio S MT,"Amar Colony, Delhi",Jun 2013,"41,000 km",Petrol,Manual,First,,,,,₹ 3.5 Lakh, 
2013 Honda Brio S MT,"Amar Colony, Delhi",Jun 2013,"41,000 km",Petrol,Manual,First,,,,,₹ 3.5 Lakh, 
