Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2008 Honda Civic 1.8V AT,Patna,Feb 2008,"60,000 km",Petrol,Automatic,First,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 1.8 Lakh, 
2010 Honda Civic 1.8E MT,"Lalkothi, Jaipur",Sep 2010,"85,000 km",Petrol,Manual,First,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 1.75 Lakh, 
2009 Honda Civic 1.8E MT,Kangra,Oct 2009,"80,000 km",Petrol,Manual,Second,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 2.7 Lakh, 
2009 Honda Civic 1.8V AT,"Wakad, Pune",Oct 2009,"1,50,000 km",Petrol,Automatic,Third,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2.8 Lakh, 
2019 Honda Civic VX Diesel [2019-2020],"Juni Indore, Indore",Mar 2019,"53,000 km",Diesel,Manual,First,26.8 kmpl,"1597 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",119 bhp @ 4000 rpm,5 Person,₹ 14.5 Lakh, 
2008 Honda Civic 1.8V AT,"Balaji Nagar, Pune",Jan 2008,"1,10,000 km",Petrol,Automatic,Third,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 1.8 Lakh, 
2010 Honda Civic 1.8V MT,"Udhna, Surat",Feb 2010,"70,000 km",Petrol + CNG,Manual,4 or More,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2.3 Lakh, 
2008 Honda Civic 1.8V MT,"Yerawada, Pune",Jan 2008,"95,000 km",Petrol,Manual,Second,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2 Lakh, 
2006 Honda Civic 1.8E MT,Chandigarh,Sep 2006,"82,222 km",Petrol + CNG,Manual,Second,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 2.85 Lakh, 
2007 Honda Civic 1.8V MT,Bangalore,May 2007,"1,11,000 km",Petrol,Manual,First,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2.85 Lakh, 
2011 Honda Civic 1.8V AT Sunroof,"G. P. O., Jaipur",Jul 2011,"60,000 km",Petrol,Automatic,Third,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4 Lakh, 
2011 Honda Civic 1.8V AT Sunroof,"Sola, Ahmedabad",Nov 2011,"90,000 km",Petrol,Automatic,First,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4.25 Lakh, 
2008 Honda Civic 1.8V MT,"Mudalipalayam, Tiruppur",Apr 2008,"80,000 km",Petrol,Manual,Third,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4 Lakh, 
2008 Honda Civic 1.8V MT,Bangalore,Nov 2008,"1,10,000 km",Petrol,Manual,Third,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 3.1 Lakh, 
2009 Honda Civic 1.8V AT,"Krishan Nagar, Delhi",Oct 2009,"70,000 km",Petrol,Automatic,Second,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 5 Lakh, 
2008 Honda Civic 1.8S AT,Mumbai,Mar 2008,"50,000 km",Petrol,Automatic,First,9.4 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 3.34 Lakh, 
2008 Honda Civic 1.8V AT,"Mira Road, Mumbai",May 2008,"89,320 km",Petrol + CNG,Automatic,Third,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 1.99 Lakh, 
2007 Honda Civic 1.8V MT,"Fairlands, Salem",Oct 2007,"1,40,000 km",Petrol,Manual,4 or More,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4.75 Lakh, 
2007 Honda Civic 1.8V AT,"K R Puram, Bangalore",Nov 2007,"1,02,000 km",Petrol,Automatic,Second,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4.5 Lakh, 
2009 Honda Civic 1.8V AT,Kangra,Jan 2009,"1,50,000 km",Petrol,Automatic,Second,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 3.5 Lakh, 
2009 Honda Civic 1.8E MT,Delhi,Jan 2009,"1,07,000 km",Petrol,Manual,First,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 3.74 Lakh, 
2007 Honda Civic 1.8S MT,Bangalore,Mar 2007,"86,000 km",Petrol,Manual,First,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4.5 Lakh, 
2010 Honda Civic 1.8S MT,"J 6Block Rajouri Garden, Delhi",May 2010,"85,000 km",Petrol + CNG,Manual,4 or More,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 3 Lakh, 
2007 Honda Civic 1.8V AT,"Thakurganj, Lucknow",Oct 2007,"80,000 km",Petrol + CNG,Automatic,First,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2.5 Lakh, 
2007 Honda Civic 1.8S MT,"Hafeezpet, Hyderabad",Aug 2007,"1,20,000 km",Petrol,Manual,Third,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4 Lakh, 
2020 Honda Civic V CVT Petrol,"Mankhurd, Mumbai",Apr 2020,"45,000 km",Petrol,Automatic (CVT),First,16.5 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",140 bhp @ 6500 rpm,5 Person,₹ 15.7 Lakh, 
2009 Honda Civic 1.8E MT,Sikar,Mar 2009,"85,000 km",Petrol + LPG,Manual,Second,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 2.85 Lakh, 
2007 Honda Civic 1.8V MT,Mumbai,Apr 2007,"1,30,000 km",Petrol,Manual,Third,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 1.7 Lakh,We have put new battery which is having 6 years warranty. Registration done till 2027. 
2008 Honda Civic 1.8E MT,Rajkot,Dec 2008,"67,000 km",Petrol,Manual,Third,10.6 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",132@6300,5 Person,₹ 3.6 Lakh, 
2009 Honda Civic 1.8V AT,"Bh'Ndar (E), Mumbai",Jun 2009,"36,000 km",Petrol,Automatic,First,13.9 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 4 Lakh, 
2011 Honda Civic 1.8V MT,"Andheri (E), Mumbai",Aug 2011,"80,000 km",Petrol,Manual,Second,,,,,₹ 2.75 Lakh, 
2009 Honda Civic 1.8S MT,"Sarani Rarsibagan, Kolkata",Jun 2009,"50,000 km",Petrol,Manual,First,14.8 kmpl,"1799 cc, 4 Cylinders Inline, 4 Valves/Cylinder",130 bhp @ 6300 rpm,5 Person,₹ 2.1 Lakh,Excellent Condition 
2010 Honda Accord 2.4 AT,"Azad Nagar, Mumbai",Sep 2010,"88,500 km",Petrol,Automatic,First,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.25 Lakh, 
2012 Honda Accord 2.4 AT,"Andheri (E), Mumbai",Dec 2012,"49,800 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.75 Lakh,1) Car is excellent condition 2) 100% Non accidental Car 3) Genuine KMS Running 4) All cars are certified 5) Full Service Record Available 6) 6 month Engine & Gear Box Warranty 
2010 Honda Accord 2.4 AT,"Lajpat Nagar, Delhi",Jun 2010,"75,000 km",Petrol,Automatic,First,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.5 Lakh,"Immaculate Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Roadside Assistance Available & Test Drive Available "
2009 Honda Accord 2.4 Inspire MT,"Andheri (W), Mumbai",Jun 2009,"91,000 km",Petrol,Manual,Third,8.86 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.5 Lakh,the car is very well maintained by company and good condition 
2005 Honda Accord 2.4 VTi-L AT,"Santacruz(W), Mumbai",Sep 2005,"24,000 km",Petrol,Automatic,First,8.3 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",142@5500,5 Person,₹ 2.85 Lakh, 
2013 Honda Accord 2.4 AT,"Preet Vihar, Delhi",Jun 2013,"61,000 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 5.9 Lakh,"Very Good Condition, Certified Car, Non Accidental, Original Paint, Alloy Wheels, Finance Available, Service History Available, Test Drive Available, Warranty Available, Roadside Assistance Available & Rear view Camera "
2004 Honda Accord 2.4 VTi-L AT,"Banaswadi, Bangalore",Jun 2004,"59,000 km",Petrol,Automatic,Second,8.3 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",142@5500,5 Person,₹ 2.75 Lakh,car is in excellent condition 
2012 Honda Accord 2.4 AT,"Binnamangala, Bangalore",Dec 2012,"67,000 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 7.5 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Alloy Wheels, Service History Available & Test Drive Available "
2012 Honda Accord 2.4 AT,"Azad Nagar, Mumbai",Sep 2012,"49,800 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 5.75 Lakh,"Honda Accord 2.4 AT with Sunroof Certified Non Accidental & Non Flooded Car 6 months Warranty on Engine and Gearbox 15 Day Own Drive Guarantee Registration Date : Dec 2012 Owner : 2nd (company to individual both rc available) Insurance : Comprehensive 12/23 Mileage : 49,800 km (with service record) Fuel : Petrol. Transmission: Automatic 2nd key available Reason for Sale: Multiple cars in the Family Honda Accord 2.4 AT with Sunroof #Certified Non-Accidental & Non - Flooded Cars. #6 months warranty on Engine & Gearbox #100 point PDI before delivery #15 day Own-Drive Guarantee # Genuine KM reading along with service records. Call us to know more. "
2013 Honda Accord 2.4 AT,"J 6Block Rajouri Garden, Delhi",Jun 2013,"63,674 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.46 Lakh,5 Day moneyback 1 year warranty Free third party insurance and RC transfer 
2013 Honda Accord 2.4 AT,"Kalyan Vas, Delhi",Jun 2013,"62,000 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 5.7 Lakh,"Excellent Condition, Warranty Available, Test Drive Available, Service History Available, Finance Available, Single Owner, Original Paint, Non Accidental & Less Driven "
2010 Honda Accord 2.4 Inspire AT,"Kalyan Vas, Delhi",Jun 2010,"56,000 km",Petrol,Automatic,Second,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.5 Lakh,Excellent condition with service record 
2011 Honda Accord 2.4 AT,"Gorai, Mumbai",Jun 2011,"1,36,000 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 3.7 Lakh,"Immaculate Condition, Certified Car, Original Paint, Non Accidental, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2012 Honda Accord 2.4 AT,"Borivali (W), Mumbai",Jun 2012,"46,000 km",Petrol,Automatic,Second,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 5.75 Lakh,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Alloy Wheels, Finance Available, Roadside Assistance Available, Rear view Camera, Service History Available, Test Drive Available & Warranty Available "
2011 Honda Accord 2.4 AT,"Preet Vihar, Delhi",Jun 2011,"51,000 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 4.5 Lakh,"Single Owner, Alloy Wheels, Service History Available, Excellent Condition, Finance Available & Test Drive Available "
2013 Honda Accord 2.4 MT,"Jayaprakash Naryan Nagar, Bangalore",Sep 2013,"1,00,010 km",Petrol + Petrol,Manual,Second,12.88 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 9.34 Lakh,Car is immaculate condition. Complete showroom history available and showroom maintenance Magnum honda. Not even single penny to be spend on car service. Top end version with sunroof. 
2008 Honda Accord 2.4 Elegance AT,"Andheri (W), Mumbai",Jun 2008,"79,000 km",Petrol,Automatic,Second,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 2.75 Lakh,"- *Honda ACCORD 2.4 i-vtec 2008 Dec AUTOMATIC* ( Pure petrol ) - Second owner & Insurance valid till Feb 2024 - 79,000 km driven Genuine *MH01AH6015* Airbags, Fog lamps, Leather Seats Paddle Shifters, Alloy wheels, Folding mirrors Price : *2,75,000 /- Negotiable* "
2013 Honda Accord 2.4 AT,"Defence Colony, Delhi",Jun 2013,"80,000 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.9 Lakh,Immaculate Condition 
2013 Honda Accord 3.5 V6,"Preet Vihar, Delhi",Jun 2013,"84,000 km",Petrol,Automatic,First,11.8 kmpl,"3471 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder",275 bhp @ 6200 rpm,5 Person,₹ 6.75 Lakh,brand new condition . finance facility available. family used car . all documents complete . automatic sunroof . full insured . have a look 
2013 Honda Accord 2.4 AT,"Preet Vihar, Delhi",Jun 2013,"84,000 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.7 Lakh,Good Condition 
2013 Honda Accord 2.4 AT,"Anand Vihar, Delhi",Jun 2013,"84,000 km",Petrol,Automatic,First,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.75 Lakh,"Very Good Condition, Single Owner, Alloy Wheels & Test Drive Available "
2013 Honda Accord 2.4 AT,"Andheri (E), Mumbai",Jun 2013,"66,000 km",Petrol,Automatic,Second,11.8 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 6.5 Lakh,"Certified Car, Non Accidental, Alloy Wheels, Rear view Camera, Service History Available, VIP Number, Original Paint, Finance Available, Test Drive Available, Warranty Available & Immaculate Condition "
2011 Honda Accord 2.4 MT,"Preet Vihar, Delhi",Jun 2011,"62,000 km",Petrol,Manual,Second,12.88 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",178 bhp @ 6500 rpm,5 Person,₹ 4.25 Lakh,brand new condition . finance facility available. family used car. all documents complete. have a look 
2010 Honda Accord 2.4 Elegance AT,"Yerawada, Pune",Jun 2010,"77,000 km",Petrol,Automatic,First,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.49 Lakh,"Very Good Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Finance Available, Service History Available & Test Drive Available "
2010 Honda Accord 2.4 AT,"Preet Vihar, Delhi",Jun 2010,"63,000 km",Petrol,Automatic,Second,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.9 Lakh,BEST DEAL ON LUCKY MOTOR NEAR BY PREET VIHAR METRO STATION 
2011 Honda Accord 2.4 Inspire AT,"Daxini Society, Ahmedabad",Jun 2011,"1,20,000 km",Petrol,Automatic,Second,7.6 kmpl,"2354 cc, 4 Cylinders Inline, 4 Valves/Cylinder",180@6500,5 Person,₹ 3.5 Lakh,Internal tranfer in owners+ Excellent (mint) condition 
